Filename,Latitude,Longitude,Altitude
Ellesmere_IR_flight01_1000ft_004181.tif,-43.4330304,172.2673182,304.8
Ellesmere_IR_flight01_1000ft_004191.tif,-43.4330304,172.2673182,304.8
Ellesmere_IR_flight01_1000ft_004201.tif,-43.4332267,172.2674515,304.8
Ellesmere_IR_flight01_1000ft_004211.tif,-43.4332267,172.2674515,304.8
Ellesmere_IR_flight01_1000ft_004221.tif,-43.4334229,172.2675862,304.8
Ellesmere_IR_flight01_1000ft_004231.tif,-43.4334229,172.2675862,304.8
Ellesmere_IR_flight01_1000ft_004241.tif,-43.4334229,172.2675862,304.8
Ellesmere_IR_flight01_1000ft_004251.tif,-43.4336183,172.2677224,304.8
Ellesmere_IR_flight01_1000ft_004261.tif,-43.4336183,172.2677224,304.8
Ellesmere_IR_flight01_1000ft_004271.tif,-43.4336183,172.2677224,304.8
Ellesmere_IR_flight01_1000ft_004281.tif,-43.433813,172.2678603,304.8
Ellesmere_IR_flight01_1000ft_004291.tif,-43.433813,172.2678603,304.8
Ellesmere_IR_flight01_1000ft_004301.tif,-43.434006499999995,172.26799920000002,304.8
Ellesmere_IR_flight01_1000ft_004311.tif,-43.434006499999995,172.26799920000002,304.8
Ellesmere_IR_flight01_1000ft_004321.tif,-43.434006499999995,172.26799920000002,304.8
Ellesmere_IR_flight01_1000ft_004331.tif,-43.4341997,172.2681385,304.8
Ellesmere_IR_flight01_1000ft_004341.tif,-43.4341997,172.2681385,304.8
Ellesmere_IR_flight01_1000ft_004351.tif,-43.4341997,172.2681385,304.8
Ellesmere_IR_flight01_1000ft_004361.tif,-43.4343917,172.2682797,304.8
Ellesmere_IR_flight01_1000ft_004371.tif,-43.4343917,172.2682797,304.8
Ellesmere_IR_flight01_1000ft_004381.tif,-43.4345834,172.2684216,304.8
Ellesmere_IR_flight01_1000ft_004391.tif,-43.4345834,172.2684216,304.8
Ellesmere_IR_flight01_1000ft_004401.tif,-43.4345834,172.2684216,304.8
Ellesmere_IR_flight01_1000ft_004411.tif,-43.434775,172.2685643,304.8
Ellesmere_IR_flight01_1000ft_004421.tif,-43.434775,172.2685643,304.8
Ellesmere_IR_flight01_1000ft_004431.tif,-43.434775,172.2685643,304.8
Ellesmere_IR_flight01_1000ft_004441.tif,-43.4349672,172.2687071,304.8
Ellesmere_IR_flight01_1000ft_004451.tif,-43.4349672,172.2687071,304.8
Ellesmere_IR_flight01_1000ft_004461.tif,-43.4349672,172.2687071,304.8
Ellesmere_IR_flight01_1000ft_004471.tif,-43.43515970000001,172.26885040000002,304.8
Ellesmere_IR_flight01_1000ft_004481.tif,-43.43515970000001,172.26885040000002,304.8
Ellesmere_IR_flight01_1000ft_004491.tif,-43.4353521,172.26899369999998,304.8
Ellesmere_IR_flight01_1000ft_004501.tif,-43.4353521,172.26899369999998,304.8
Ellesmere_IR_flight01_1000ft_004511.tif,-43.4353521,172.26899369999998,304.8
Ellesmere_IR_flight01_1000ft_004521.tif,-43.4355454,172.2691359,304.8
Ellesmere_IR_flight01_1000ft_004531.tif,-43.4355454,172.2691359,304.8
Ellesmere_IR_flight01_1000ft_004541.tif,-43.4355454,172.2691359,304.8
Ellesmere_IR_flight01_1000ft_004551.tif,-43.4357402,172.2692771,304.8
Ellesmere_IR_flight01_1000ft_004561.tif,-43.4357402,172.2692771,304.8
Ellesmere_IR_flight01_1000ft_004571.tif,-43.435936600000005,172.26941879999998,304.8
Ellesmere_IR_flight01_1000ft_004581.tif,-43.435936600000005,172.26941879999998,304.8
Ellesmere_IR_flight01_1000ft_004591.tif,-43.435936600000005,172.26941879999998,304.8
Ellesmere_IR_flight01_1000ft_004601.tif,-43.4361338,172.2695594,304.8
Ellesmere_IR_flight01_1000ft_004611.tif,NaN,NaN,304.8
Ellesmere_IR_flight01_1000ft_004621.tif,-43.4361338,172.2695594,304.8
Ellesmere_IR_flight01_1000ft_004631.tif,-43.4363327,172.2697005,304.8
Ellesmere_IR_flight01_1000ft_004641.tif,-43.4363327,172.2697005,304.8
Ellesmere_IR_flight01_1000ft_004651.tif,-43.4365329,172.2698428,304.8
Ellesmere_IR_flight01_1000ft_004661.tif,-43.4365329,172.2698428,304.8
Ellesmere_IR_flight01_1000ft_004671.tif,-43.4365329,172.2698428,304.8
Ellesmere_IR_flight01_1000ft_004681.tif,-43.4367339,172.26998490000003,304.8
Ellesmere_IR_flight01_1000ft_004691.tif,-43.4367339,172.26998490000003,304.8
Ellesmere_IR_flight01_1000ft_004701.tif,-43.4367339,172.26998490000003,304.8
Ellesmere_IR_flight01_1000ft_004711.tif,-43.43693640000001,172.2701272,304.8
Ellesmere_IR_flight01_1000ft_004721.tif,-43.43693640000001,172.2701272,304.8
Ellesmere_IR_flight01_1000ft_004731.tif,-43.43693640000001,172.2701272,304.8
Ellesmere_IR_flight01_1000ft_004741.tif,-43.437139900000005,172.27026999999998,304.8
Ellesmere_IR_flight01_1000ft_004751.tif,-43.437139900000005,172.27026999999998,304.8
Ellesmere_IR_flight01_1000ft_004761.tif,-43.437343199999994,172.2704127,304.8
Ellesmere_IR_flight01_1000ft_004771.tif,-43.437343199999994,172.2704127,304.8
Ellesmere_IR_flight01_1000ft_004781.tif,-43.437343199999994,172.2704127,304.8
Ellesmere_IR_flight01_1000ft_004791.tif,-43.4375468,172.2705551,304.8
Ellesmere_IR_flight01_1000ft_004801.tif,-43.4375468,172.2705551,304.8
Ellesmere_IR_flight01_1000ft_004811.tif,-43.4375468,172.2705551,304.8
Ellesmere_IR_flight01_1000ft_004821.tif,-43.43775109999999,172.2706967,304.8
Ellesmere_IR_flight01_1000ft_004831.tif,-43.43775109999999,172.2706967,304.8
Ellesmere_IR_flight01_1000ft_004841.tif,-43.4379557,172.27083679999998,304.8
Ellesmere_IR_flight01_1000ft_004851.tif,-43.4379557,172.27083679999998,304.8
Ellesmere_IR_flight01_1000ft_004861.tif,-43.4379557,172.27083679999998,304.8
Ellesmere_IR_flight01_1000ft_004871.tif,NaN,NaN,304.8
Ellesmere_IR_flight01_1000ft_004881.tif,-43.4381601,172.2709764,304.8
Ellesmere_IR_flight01_1000ft_004891.tif,-43.4381601,172.2709764,304.8
Ellesmere_IR_flight01_1000ft_004901.tif,-43.4383643,172.2711162,304.8
Ellesmere_IR_flight01_1000ft_004911.tif,-43.4383643,172.2711162,304.8
Ellesmere_IR_flight01_1000ft_004921.tif,-43.438568100000005,172.2712557,304.8
Ellesmere_IR_flight01_1000ft_004931.tif,-43.438568100000005,172.2712557,304.8
Ellesmere_IR_flight01_1000ft_004941.tif,-43.438568100000005,172.2712557,304.8
Ellesmere_IR_flight01_1000ft_004951.tif,-43.4387715,172.2713965,304.8
Ellesmere_IR_flight01_1000ft_004961.tif,-43.4387715,172.2713965,304.8
Ellesmere_IR_flight01_1000ft_004971.tif,-43.4387715,172.2713965,304.8
Ellesmere_IR_flight01_1000ft_004981.tif,-43.4389748,172.27153890000002,304.8
Ellesmere_IR_flight01_1000ft_004991.tif,-43.4389748,172.27153890000002,304.8
